,smiles,xyz_file
2714,C=C/C=C(\C)CO,molecule_244168
2715,CN1CC(C#N)C1,molecule_234021
2716,C1=Cn2cccc2C1,molecule_242814
2717,C[C@H](OO)N1CCCC1=O,molecule_251669
2718,Cc1nc(CO)oc1C,molecule_215298
2719,CCN(CC(C)C)N=O,molecule_154659
2720,C/C=C1/CC(=O)OC1=O,molecule_247846
2721,CC(C)/N=C(\N)NC(C)C,molecule_251732
2722,CN1CCN=C(NO)C1,molecule_284577
2723,C1=CCC[C@@H]2C[C@@H]2CC1,molecule_245748
2724,CC(C)CCC(N)=O,molecule_20147
2725,O=Cc1cc[nH]c1,molecule_55811
2726,CC1=CC(=O)[C@@H]2C[C@H]12,molecule_249873
2727,CC[C@@H]1CC(=O)O1,molecule_68822
2728,C=CCCCC(=O)C(=O)O,molecule_182214
2729,CCc1ccnnc1N,molecule_234229
2730,C[C@]1(O)CCCC[C@@H]1C=O,molecule_213007
2731,CNC(=O)CC(C)(C)NC,molecule_219989
2732,N#Cc1ccc(C=O)o1,molecule_252200
2733,CC1(C)COCC[C@@H]1N,molecule_235871
2734,OC/C=C/c1cnc[nH]1,molecule_217815
2735,C1C[C@@H]2CC[C@H](C1)NC2,molecule_77289
2736,CNC(=O)c1cocn1,molecule_225696
2737,CC[C@H](OC)C(=O)OC,molecule_75140
2738,C=CCNC(=O)N(C)C,molecule_171240
2739,Nc1cc(C(=O)O)ncn1,molecule_246964
2740,C=C1CCO[C@](C)(CC)C1,molecule_132377
2741,CN(C#N)CC#N,molecule_166907
2742,CCO[C@H](C)OC,molecule_60518
2743,Cc1[nH]c(=O)oc(=O)c1C,molecule_130801
2744,CCOC(=N)OCC,molecule_30878
2745,C=C/C=C/N1CCOCC1,molecule_248874
2746,C/C=C/[C@@H]1OC[C@H](C)O1,molecule_52729
2747,N#C/C=C/C1=CCCCC1,molecule_249386
2748,COC(O)=C1C=CC=C1,molecule_285887
2749,O=NNc1ccccn1,molecule_75276
2750,COCc1cccnn1,molecule_90146
2751,C/C=C/c1n[nH]c(=O)o1,molecule_252705
2752,Cc1cccc(ON)c1,molecule_159151
2753,Oc1cccn2nnnc12,molecule_284096
2754,CCCC(CCO)CCO,molecule_256319
2755,O=C1CCCCCN1,molecule_3288
2756,CC[C@H](O)[C@H](C=O)CC,molecule_213647
2757,Nc1nnccc1CO,molecule_227234
2758,CN(C)CCC(=O)NN,molecule_83006
2759,C[C@@H]1CC[C@@H]2CCCN12,molecule_248805
2760,C=C1C(=O)O[C@@H]2CCC[C@H]12,molecule_253982
2761,CNC(=O)[C@H](N)C(C)C,molecule_201605
2762,CC(C)C(=O)NCC(=O)O,molecule_68979
2763,COCc1nncn1C,molecule_192164
2764,CO/C(C)=N/C(C)C,molecule_183350
2765,C#CCNCCC,molecule_284775
2766,C=CCc1cc(CO)co1,molecule_249588
2767,CNC(=O)NCC(=O)O,molecule_125055
2768,CC/C=C/[C@@H]1CCCN1,molecule_214071
2769,C[C@@H]1CC(N)=NO1,molecule_250396
2770,CC(C)CN=C1CCCC1,molecule_87323
2771,C=C(CO)C(=O)OCC,molecule_247253
2772,C=C(C)C(=O)N1CCC1=O,molecule_209671
2773,O=CNCc1ccco1,molecule_256741
2774,CC(=O)CC(C)(C)C=O,molecule_133505
2775,C#CCOc1ccncc1,molecule_285305
2776,C=CC[C@H](C=O)C(C)C,molecule_201489
2777,C=C(C)C/C=C/C(C)=C/C,molecule_250579
2778,COC(=N)C(=N)OC,molecule_94944
2779,NC(=O)Cc1ccco1,molecule_43554
2780,O=C1C=CC(=O)N1C1CC1,molecule_250300
2781,CN(C)Nc1cc(=O)c1=O,molecule_189515
2782,C=C(C)C(=C)CC,molecule_65411
2783,C/C(=C/C(=O)O)C1CC1,molecule_15151
2784,Cc1cc(N)ccc1C=O,molecule_135408
2785,CO[C@@H]1CCC(=O)[C@@H](C)C1,molecule_139605
2786,COC1(C)C(C)(C)C1(C)C,molecule_166738
2787,C=CC(=O)N1CCCCC1,molecule_247257
2788,C=CCN(CCC)CCC,molecule_48415
2789,CC[C@H](C)CCCC#N,molecule_163433
2790,CC(=O)n1ccnc1,molecule_28885
2791,CC[C@@H]1CCC[C@@H]1C,molecule_243715
2792,CO[C@@H]1CC[C@@H](CO)O1,molecule_212771
2793,Cc1cnc(N)c(CN)c1,molecule_229524
2794,C=CCOC(=O)O,molecule_196197
2795,N[C@@H]1C[C@@H]1CCO,molecule_216696
2796,C=C(C)CC[C@H](C)/C=C/C,molecule_256183
2797,CCCCCC[C@H](C)NN,molecule_37031
2798,C/C(NO)=C(\N)N=O,molecule_245847
2799,CNC12CCN(CC1)CC2,molecule_114699
2800,COCCNCC(C)(C)C,molecule_226978
2801,C[C@]1(O)CCC[C@H](N)C1,molecule_238155
2802,CCOC(=O)OC(C)(C)C,molecule_90918
2803,N#Cc1cccc(N)n1,molecule_36540
2804,CC1(C)CNCCO1,molecule_242734
2805,CCOC1=NOC(=O)OC1,molecule_185427
2806,CC/C(N)=N/O,molecule_284536
2807,CCC[C@H](O)C(C)(C)N,molecule_141995
2808,C=CCCN,molecule_12751
2809,Cc1ccoc1CC(=O)O,molecule_192523
2810,CO[C@H](C)c1cnc[nH]1,molecule_185954
2811,CCC1=NN[C@](C)(CC)C1,molecule_250182
2812,CC1=C(C)[C@H](O)C[C@@H]1C,molecule_251963
2813,CCOC(CN)OCC,molecule_13334
2814,COc1cncc(OC)n1,molecule_42988
2815,CCN1C=C(C#N)C=CC1,molecule_76380
2816,CCC1(N)CNC1,molecule_220745
2817,CC/C=C1/CCOC1=O,molecule_252827
2818,Cc1[nH]cnc1C=O,molecule_59154
2819,C[C@@H]1O[C@@H]1C#N,molecule_52957
2820,COC(=O)[C@@H]1OCC[C@@H]1C,molecule_191468
2821,CCCCC/C=C/C#N,molecule_142482
2822,CCO/C=C(\C)C(C)=O,molecule_219383
2823,C[C@]1(O)COC(=O)C1,molecule_251229
2824,COC(=O)/C=C/C1CC1,molecule_131695
2825,CCc1nncn1C,molecule_226825
2826,C=C=C(C)C(=O)OCC,molecule_246280
2827,C=C[C@@H]1CCCCN1,molecule_251630
2828,C=CCC1=CCCCC1,molecule_247631
2829,N#Cc1cccnc1C#N,molecule_248459
2830,CCC=C=C(C)CC,molecule_252219
2831,C/C=C/C,molecule_3922
2832,CC(=O)O/C=C/C=O,molecule_115967
2833,CC(=O)c1cn[nH]c1C,molecule_175029
2834,Cc1cnc(CCCN)o1,molecule_214765
2835,CC[C@H]1NC(=O)C[C@@H]1CN,molecule_234530
2836,CC[C@H](C=O)CN(C)C,molecule_252764
2837,C=C[C@](C)(C#N)OC(C)=O,molecule_249899
2838,CCOc1ccc(O)cc1,molecule_283501
2839,CC1(C)OCC(O)CO1,molecule_34316
2840,C/C(=N\O)C(=O)CO,molecule_283761
2841,Cc1[nH]ccc1C[C@H](C)O,molecule_152198
2842,Nc1ncnc2nonc12,molecule_249381
2843,C=C(CC)CC,molecule_14623
2844,C=C[C@H](C)OCC(=O)O,molecule_257387
2845,O=C1C2(CC2)CC12CC2,molecule_142916
2846,CCC1=C(C)C=NC1=O,molecule_185626
2847,C[C@@H]1CCC=CC1=O,molecule_53310
2848,Nc1nc(N)nc(CO)n1,molecule_245805
2849,C=C/C=C/CC,molecule_10831
2850,CCOC(=O)[C@H](N)CC,molecule_7437
2851,CC[C@]1(O)CCNC1,molecule_220938
2852,CN(C)C1=NCC(=O)N1,molecule_99460
2853,CC(C)COCCC#N,molecule_50573
2854,CC[C@@H]1O[C@H](O)C=CC1=O,molecule_254288
2855,C[C@H]1CN(C)C[C@@H](C)C1=O,molecule_243634
2856,CCCC[C@@H]1CCN[C@H]1C,molecule_193070
2857,CC(C)=C(C#N)NC(C)C,molecule_255203
2858,C/C=C/CCC(C)C,molecule_157054
2859,CCc1cncc(OC)n1,molecule_149554
2860,CO[C@H](CN)CC(=O)O,molecule_181106
2861,CC1=C(O)C[C@H](C)OC1=O,molecule_285509
2862,NCC[C@@H]1CCCNC1,molecule_171694
2863,CC1=C[C@@H](O)[C@H]2O[C@H]2C1=O,molecule_252819
2864,C[C@H](CO)CN(C)C=O,molecule_171054
2865,CCc1ncccc1C#N,molecule_228802
2866,CCCc1nc(CO)no1,molecule_223226
2867,C/C=C\c1ccncc1,molecule_248579
2868,COC(C)OC,molecule_9270
2869,C[C@@H]1C[C@H](CCO)CCN1,molecule_247711
2870,CCCC[C@H](NN)C(=O)O,molecule_48804
2871,CCC(=COC)CC,molecule_24789
2872,C[C@@H]1O[C@H](C)[C@H]1C,molecule_289550
2873,CCn1cnc(C(C)=O)c1,molecule_239708
2874,C[C@@]12CCC[C@H](O)[C@@H]1C2,molecule_62925
2875,CO[C@@H]1CC(=O)OC1=O,molecule_249512
2876,CC[C@H](O)N1CC1,molecule_61925
2877,CCCCC[C@H](C)CCO,molecule_105239
2878,CN1CCC(C=O)CC1,molecule_113988
2879,NC1(C(=O)O)CC1,molecule_238
2880,COC[C@H](O)CC(=O)O,molecule_219421
2881,CCc1nn(C)cc1N,molecule_225985
2882,O=C(O)C=C1C=CNC=C1,molecule_246259
2883,c1cc2n(c1)CCCCC2,molecule_247666
2884,C=COC[C@H](C)OC=C,molecule_256574
2885,CO[C@@H]1CNC[C@H](O)[C@@H]1O,molecule_216573
2886,Cc1nccn1N,molecule_252759
2887,CC(=O)C(C)(O)O,molecule_254821
2888,COCCNCCO,molecule_34982
2889,CN(C)Cn1nccn1,molecule_196498
2890,CC[C@@H]1NCCN[C@@H]1C,molecule_209030
2891,CCCC[C@@H]1CCCN1,molecule_245051
2892,N[C@@H]1CCCC12CCC2,molecule_254761
2893,CCC[C@]1(C)COO1,molecule_167356
2894,N[C@@H]1CCC[C@@H]1O,molecule_250757
2895,CCC1(C)CC1,molecule_47153
2896,CC(C)c1nccnc1N,molecule_238731
2897,CNC(C)C,molecule_276972
2898,O=C(O)C/N=N/CC(=O)O,molecule_255367
2899,CCNC(=O)CCCN,molecule_215601
2900,C[C@H]1CCC[C@@H](C)C1,molecule_289418
2901,CC#CC[C@H](C)C(=O)O,molecule_115802
2902,C[C@H](CO)CN(C)C,molecule_98292
2903,CC(=O)NC(C)(C)C(=O)O,molecule_45882
2904,CC(C)C/C=C/CO,molecule_176159
2905,CO/C=C(\C)C(=O)N=C=O,molecule_257314
2906,C[C@@H]1C[C@H]2CO[C@@](C)(C1)O2,molecule_203846
2907,CCOC(=O)[C@H](C)C(=O)O,molecule_244817
2908,C[C@H](O)c1nncn1C,molecule_195568
2909,C1#CC2CCC1CC2,molecule_204543
2910,COC(=O)CNC(=O)OC,molecule_152714
2911,CCCCC1=NCCCO1,molecule_184500
2912,CCC[C@@H]1O[C@@H]1[C@H](C)O,molecule_200262
2913,O=C1C=CC1,molecule_96137
2914,OC[C@]12CCC[C@H](C1)OC2,molecule_249326
2915,C=CC1(O)CC1,molecule_284413
2916,C=C(C#N)COC(C)=O,molecule_218116
2917,c1occ2cc3c(cc12)C3,molecule_97352
2918,C=CCC(C=C)C=C,molecule_18445
2919,COC[C@@H]1C[C@H](O)CCN1,molecule_225265
2920,CCC[C@]1(C)C=NCCC1,molecule_256042
2921,C=CC1=CCCC=C1,molecule_140424
2922,CCCCC(C)(C)NC,molecule_141779
2923,CO[C@]1(C)COCCO1,molecule_255916
2924,C=C[C@@H](O)[C@@H](N)CO,molecule_213503
2925,N=C=NC(=N)N,molecule_243176
2926,CCC[C@@H]1O[C@@H]1CC,molecule_253144
2927,C[C@H](O)[C@H](O)CO,molecule_38734
2928,CCOCCN(C)C,molecule_88942
2929,CC(=O)n1nc(C)c(C)n1,molecule_58121
2930,CNCC(=O)NO,molecule_285855
2931,CC[C@H](N)c1ncon1,molecule_229032
2932,Cc1cc(C)c(C)cc1C,molecule_2009
2933,O=C=NCCCCCO,molecule_64710
2934,CC1(C)OCCCOC1=O,molecule_255664
2935,CCc1cnoc1N,molecule_232517
2936,O=C1N=NC=C2N=CN=C12,molecule_251132
2937,CCOCc1ccnn1C,molecule_242022
2938,C/C(N)=C\C(=O)C(C)C,molecule_175460
2939,COC1OCCCO1,molecule_278034
2940,CC(C)CC1=CCCC1,molecule_252992
2941,COC(OC)N1CCCC1,molecule_47607
2942,O=C[C@@H]1C(=O)C2CC1C2,molecule_128933
2943,O=c1[nH][nH]nc2nnnc1-2,molecule_245749
2944,C=CC(=O)OCCCO,molecule_30527
2945,NCC1CCOCC1,molecule_189890
2946,NC(=O)CCC(N)=O,molecule_4543
2947,Cc1cnc(N)cn1,molecule_47381
2948,NCC[C@@H]1CCNC1,molecule_207362
2949,CCOC1(O)CC1,molecule_247738
2950,O/N=C/CN1CCCC1,molecule_212375
2951,Cn1ccnc1CCO,molecule_75522
2952,C[C@@H]1C(=O)OC[C@]1(C)O,molecule_163821
2953,C=CCCCC(C)(C)O,molecule_161675
2954,CON(C)C(=O)CC(C)=O,molecule_190688
2955,CCC(=O)c1cn[nH]c1,molecule_251595
2956,C[C@]12C=CC[C@@H]1CC2=O,molecule_251958
2957,COOC(=O)CC(C)=O,molecule_181262
2958,CN1C(=O)CC[C@@H]1C(=O)O,molecule_252880
2959,Cc1ncncc1N(C)C,molecule_253724
2960,CN1CCC2(CNC2)C1=O,molecule_230264
2961,O=C(O)C1(O)CCCCC1,molecule_242722
2962,COCC(=O)COC,molecule_74842
2963,CCC[C@H](C)ON=O,molecule_245912
2964,O[C@@H]1CCCN1,molecule_255982
2965,c1cn2nnnc2cn1,molecule_247568
2966,COC[C@H](C)C(C)=O,molecule_66448
2967,CCCc1oc(=O)oc1C,molecule_214455
2968,C#C/C=N/NC(N)=O,molecule_256353
2969,COCN(N=O)C(C)(C)C,molecule_118763
2970,c1ncc(-c2cnco2)o1,molecule_256648
2971,CO[C@]1(C)CC(C)(C)CO1,molecule_254172
2972,NN1CCCCC1,molecule_27532
2973,C[C@]1(CN)C=CC=CC1,molecule_37284
2974,Cc1cc(N)nn1CCO,molecule_232012
2975,CCCC(CC)(OC)OC,molecule_243969
2976,COc1c(C)cc[nH]c1=O,molecule_231333
2977,CC(C)=C=CCN(C)C,molecule_194786
2978,C[C@@H]1C(=O)CC[C@@H]1O,molecule_164603
2979,CCCNc1cnoc1C,molecule_212988
2980,Cc1nncn1N,molecule_89398
2981,NC(=O)c1cccn1N,molecule_197717
2982,C[C@@H]1CCCN[C@@H]1CO,molecule_234213
2983,CC(C)OC(=O)CC=O,molecule_182377
2984,CCc1nc(C2CC2)no1,molecule_210365
2985,C=CCn1occc1=O,molecule_256639
2986,CN1CCC(=N)CC1,molecule_217803
2987,O=C(O)c1ccnnc1,molecule_114000
2988,CCO[C@H](C)OC[C@@H]1CO1,molecule_245565
2989,C[C@@H]1CCC(=O)NC1=O,molecule_250505
2990,C#COC=C,molecule_251036
2991,COC(OC)C(C)C,molecule_109443
2992,C=CCC[C@@H]1CCCC1=O,molecule_249513
2993,Cc1ncc(C#N)cc1N,molecule_244969
2994,C/C=C(\C)CN(C)C,molecule_107483
2995,C[C@H](O)[C@@H]1OC[C@H](O)[C@@H]1O,molecule_186379
2996,C[C@@H]1N[C@H](C)N(O)C1=O,molecule_205274
2997,CCC1=C(C)CNC1=O,molecule_243528
2998,C[C@H](O)C=O,molecule_11094
2999,CCC[C@H](C)C(N)=O,molecule_246537
3000,O=C1OC(=O)N2CCC[C@H]12,molecule_246175
3001,CNNC(C)(C)C(=O)O,molecule_199365
3002,ONCCc1ccccc1,molecule_283786
3003,CCCC(CN)CN,molecule_205548
3004,COCC(C)(C)C#N,molecule_178610
3005,C=C(C)c1nccn1C,molecule_189325
3006,COC(=O)C1(C#N)CCC1,molecule_130117
3007,C=C(C)CCO,molecule_14774
3008,CN[C@H](COC)C(=O)OC,molecule_58700
3009,C[C@@H]1CCO[C@H](O)C1,molecule_248741
3010,Cc1ccc(CNO)cc1,molecule_284268
3011,CN1C=CC=NCC1=O,molecule_277749
3012,O=CCCCCCO,molecule_19356
3013,COCCn1nnnc1N,molecule_237511
3014,COc1cc(NN)ncn1,molecule_84954
3015,NCC1COCOC1,molecule_255119
3016,CCOc1cc(N)cnn1,molecule_170532
3017,C1=C[C@@H]2CC=C[C@@H]2C1,molecule_248581
3018,OC1=C[C@H](O)CC(O)=C1,molecule_284484
3019,CC(C)(O)CC(N)=O,molecule_169069
3020,O[C@H]1C=CC=CC=C[C@H]1O,molecule_254385
3021,CC[C@H](C)OC(=O)O,molecule_125826
3022,Cc1[nH]c(=O)nc(N)c1N,molecule_180901
3023,O=C1NC2(CCC2)C(=O)O1,molecule_244835
3024,CCCCc1conc1C,molecule_195454
3025,CC(C)(C)[C@@H]1OOC1=O,molecule_251415
3026,C[C@H](O)C1=CCOC1=O,molecule_257252
3027,O=C1[C@@H]2CNC[C@@H]1COC2,molecule_253768
3028,O=C[C@@H]1CCCCO1,molecule_248939
3029,C#CC1(C#C)CC1,molecule_285468
3030,CN(C#N)CN(C)C#N,molecule_202234
3031,CCCc1ocnc1C,molecule_90690
3032,CCC[C@@H]1CCCOC1=O,molecule_249544
3033,N#CNc1ccccn1,molecule_80765
3034,NCC12CCN(CC1)CC2,molecule_148951
3035,CN(CC#N)CCC#N,molecule_159231
3036,CC(=O)OC(CO)CO,molecule_2670
3037,Cc1cc(N)cnc1C#N,molecule_205670
3038,CNCC(C)(C)CCO,molecule_233414
3039,C=CC1=CC(=C)CC1,molecule_254456
3040,CCCCN(N)CC,molecule_117645
3041,Nc1nnn(N)n1,molecule_248101
3042,CCOC1=NCCOC1,molecule_53238
3043,COCC[C@H](C)O,molecule_109041
3044,OC[C@@H]1OC=C[C@H](O)[C@@H]1O,molecule_247541
3045,CCOC1(C(=O)O)CCC1,molecule_234415
3046,CN1CCC[C@@H]1CCN,molecule_84737
3047,OCCCOC1COC1,molecule_240307
3048,O/N=C/c1cccc(O)c1,molecule_284393
3049,CC(=O)Cc1cocc1C,molecule_253142
3050,c1cc2c(cn1)CN=N2,molecule_242889
3051,C=C[C@H](C)C=C(C)C,molecule_243505
3052,CCCCCOCCC#N,molecule_70946
3053,CC(=N)C(=O)O,molecule_244855
3054,CCC(CC)(CC)OC=O,molecule_92939
3055,N#CCCC#N,molecule_4518
3056,CCc1nccn1N,molecule_217877
3057,OCC[C@H](O)CC1CC1,molecule_220714
3058,C[C@]1([C@@H]2CO2)CCC1=O,molecule_257110
3059,CCN1CC(OC)=CC1=O,molecule_173718
3060,C[C@]1(C(=O)O)CC=NN1,molecule_257443
3061,C1=CC2=NC=NCC2=N1,molecule_283433
3062,C[C@@H]1O[C@H](O)C[C@H](N)[C@@H]1O,molecule_277755
3063,C=CC[C@H](C=O)C(=C)C,molecule_170645
3064,CNC(=O)N[C@@H](C)C(=O)O,molecule_125059
3065,C=CO[C@@H](C)C(C)(C)C,molecule_254388
3066,COc1ccc(O)c(O)c1,molecule_283824
3067,CN1CCCCN1CCN,molecule_197750
3068,O[C@@H]1CCC[C@@H]2C[C@H]12,molecule_246628
3069,COc1cnccc1C#N,molecule_89174
3070,CC(C)(C)NCO,molecule_257260
3071,C[C@H](O)C(=O)NN,molecule_244679
3072,CC[C@H](C#N)[C@H](C)C(C)C,molecule_253012
3073,COC(=O)N(CO)CO,molecule_43534
3074,COC(OC)/C(C)=N/O,molecule_150037
3075,C1=CC(C2=CCCC2)C=C1,molecule_247455
3076,CCN1CCN(O)CC1,molecule_285533
3077,COCCO/C(N)=N/O,molecule_286279
3078,CN(C)CC(=O)N(C)C,molecule_63524
3079,CCC/C=C/[C@](C)(O)CC,molecule_245163
3080,C=Nc1ccc[nH]1,molecule_256582
3081,O[C@@H]1CC12CC2,molecule_285405
3082,C/C(CN)=N\O,molecule_244391
3083,C#CC[C@@H]1COC(C)(C)O1,molecule_172798
3084,CC[C@H](C)[C@H](C)C(=O)O,molecule_165044
3085,C/C(N)=N/c1ccccn1,molecule_253663
3086,CC(=O)c1cnccc1N,molecule_253038
3087,C[C@@H]1CCc2ccoc2C1,molecule_175599
3088,COC(=O)c1cnn(C)c1,molecule_50161
3089,CCCN1CCN(N)C1=N,molecule_217601
3090,CC[C@]1(C)C=C(C)CCO1,molecule_254301
3091,C/C(C#N)=C\c1ccco1,molecule_168669
3092,O=C1CCCC(=O)N1O,molecule_284271
3093,COn1cccc1C#N,molecule_132464
3094,c1cccn[nH]ccc1,molecule_283421
3095,CC(=O)CCCCN,molecule_88996
3096,NNC1=C(N=O)CCC1,molecule_165288
3097,C=CCCC[C@H](C)C(=O)O,molecule_255766
3098,CC(=O)Nc1ncco1,molecule_109025
3099,CN(C)/N=C/N(C)C(N)=O,molecule_215553
3100,COCNC[C@H](C)O,molecule_38452
3101,C1CC1NC1CC1,molecule_156452
3102,CC1(C)NC(=O)NC1(C)C,molecule_245275
3103,CCCCOC#N,molecule_25112
3104,C[C@@H]1CN[C@H](C)C(=O)N1,molecule_245843
3105,C[C@]1(O)CNC(=O)C1,molecule_253094
3106,COCCN1CCN(C)C1,molecule_213677
3107,CC(=O)[C@@H]1CCC(=O)O1,molecule_250483
3108,OCCCc1ccc[nH]1,molecule_58428
3109,CO[C@@H]1CNC[C@H]1N(C)C,molecule_219997
3110,CCCCCn1cccn1,molecule_46058
3111,C=C(CCC#N)C(N)=O,molecule_167482
3112,COC(=O)C=C1CC1,molecule_183205
3113,OCc1ccc(O)o1,molecule_285882
3114,Nc1nnn(CCO)n1,molecule_248077
3115,c1nc2n(n1)CCCC2,molecule_209248
3116,C#C[C@]1(C)CO1,molecule_283837
3117,CC[C@H](C)N(O)C(C)=O,molecule_285626
3118,Cc1c(N)cccc1C#N,molecule_58851
3119,COC1(C)CCC1,molecule_111347
3120,Cc1ccc(C=O)cc1C,molecule_50282
3121,CCC(CC)CC(=O)O,molecule_130058
3122,COC(=O)[C@@]1(N)CCNC1,molecule_194480
3123,CCC[C@H](C#N)NC,molecule_191953
3124,CC(C)NCCCN(C)C,molecule_142425
3125,C[C@@H]1C[C@](C)(N)C(=O)O1,molecule_197859
3126,CC(C)(C)[C@@H]1CCCCN1,molecule_256770
3127,C#CC=C(C)C,molecule_283660
3128,NCc1cccnn1,molecule_174920
3129,COC(=O)/N=N/C(C)C,molecule_95336
3130,CN(C)NCCNN(C)C,molecule_29670
3131,CC[C@H](N)[C@H](C)O,molecule_46845
3132,C[C@@H]1C=NNC1(C)C,molecule_246127
3133,N[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O,molecule_246076
3134,Nn1ccc2ccccc21,molecule_253069
3135,CN1CCC[C@](C)(N)C1,molecule_231623
3136,O=C(O)[C@@H]1C[C@H](O)CN1,molecule_139
3137,CCCC#CCCO,molecule_67151
3138,CCC[C@H]1C[C@@H]1CO,molecule_196585
3139,CC(=O)NC(C)(C)C#N,molecule_252011
3140,N#CCCC[C@H](N)C(N)=O,molecule_255643
3141,O=C=Nc1ccccn1,molecule_245756
3142,C1=NCc2cnccc21,molecule_242871
3143,CO[C@]12CC[C@H](OC1)O2,molecule_255763
3144,C/C=C(\C)CCCCC,molecule_184395
3145,CC1(N)CNC1,molecule_188566
3146,C=C(C(C)(C)C)C(C)(C)C,molecule_246368
3147,C1CCOCOCC1,molecule_246688
3148,CCOCCOCCN,molecule_84730
3149,CC[C@@H]1CC[C@H](C)OC1=O,molecule_250149
3150,O/N=C/c1ccoc1,molecule_284655
3151,N#C[C@@H]1NO1,molecule_169283
3152,CCCCC#CC#N,molecule_244376
3153,C#C/C(C)=C(\C)CCC,molecule_255102
3154,COCn1ccnc1C,molecule_197988
3155,C/C(O)=C\C[C@H](C)O,molecule_286001
3156,NCCCCC(N)=O,molecule_61360
3157,C=C=CCNC(C)=O,molecule_237311
3158,CC(=O)N[C@H](C)C=O,molecule_256821
3159,CCOCCc1nn[nH]n1,molecule_181684
3160,C=C(C)CNCCN,molecule_33921
3161,CCc1cc(N)n(C)n1,molecule_35161
3162,CNCCC(C)(C)C,molecule_228095
3163,CNN=C1CCCC1,molecule_29968
3164,CCNCCN=C(N)N,molecule_111983
3165,NC(=O)[C@@H]1CNC(=O)C1,molecule_247913
3166,CC1=CC=COC=C1,molecule_256299
3167,c1cc2cnoc2cn1,molecule_255505
3168,CON[C@@H](C)C(C)(C)C,molecule_212834
3169,Cc1c[nH]cc(C=O)c1=O,molecule_173401
3170,CCCNC(=O)N(C)N=O,molecule_155639
3171,N[C@@H]1COC(=O)C1,molecule_248303
3172,C=C1CCC(C(C)C)CC1,molecule_243967
3173,CC(C)CC[C@H](C)CN,molecule_256920
3174,O=C(O)c1cccoc1=O,molecule_244830
3175,CCCCC=C=CC(C)=O,molecule_186858
3176,CN(C)[C@@H]1C=CC=CC1,molecule_186932
3177,CC(C)(C)C(=O)OCCN,molecule_88099
3178,C[C@H](N)c1ccoc1,molecule_205678
3179,CCC[C@H](C)CC,molecule_289400
3180,CC1(C)C(=O)CNC1=O,molecule_246651
3181,CO[C@H](C)C#CCN,molecule_148549
3182,CC(C)CNC(C)(C)C,molecule_95781
3183,N#CC=C1C=CC=CC=C1,molecule_245608
3184,Cn1cnc2c1CCCC2,molecule_244326
3185,C=C[C@H](C)OC(=O)O,molecule_251333
3186,O=CCCCC(O)O,molecule_71107
3187,CN1NCNN(C)C1=O,molecule_158894
3188,Cc1ccc(=O)[nH]c1C=O,molecule_230547
3189,C[C@H]1O[C@@H](O)[C@@H](O)O[C@H]1C,molecule_250893
3190,CCC(=O)NCCN(C)C,molecule_141008
3191,CC(=O)C1=C(O)CCO1,molecule_195936
3192,CCc1ccncc1,molecule_9314
3193,CC/N=C(/NN)N(C)C,molecule_217414
3194,C=CN=C=O,molecule_35361
3195,N#CCNCCNCC#N,molecule_248786
3196,C=C(C=O)C(C)(C)CC,molecule_195227
3197,C[C@](N)(O)[C@](C)(O)CCO,molecule_246617
3198,CC(C)Cc1ncc[nH]1,molecule_51771
3199,CCc1cc(=O)[nH]cc1C,molecule_241487
3200,O=c1cc[nH]c2[nH]ccc12,molecule_256973
3201,CC(=O)[C@H](C)C(=O)O,molecule_244548
3202,CC[C@@H]1O[C@@H]1CC#N,molecule_208029
3203,CC(C)(CO)[C@H](O)C#N,molecule_247302
3204,C=CCC(C)=C=O,molecule_220423
3205,NC(=O)CCC1CCCC1,molecule_243783
3206,C[C@@]1(N)CCCC[C@@H]1O,molecule_198896
3207,O=Nc1cncnc1,molecule_200376
3208,Cc1cc(=N)ccn1O,molecule_284179
3209,CN(C#N)C#N,molecule_102000
3210,C1CCNCCCNC1,molecule_246247
3211,CC[C@@H]1COC(=O)N1C,molecule_200423
3212,C#CCCCCCC#C,molecule_283717
3213,CO[C@]1(C2CCCC2)CO1,molecule_246161
3214,C[C@@H]1CNCC[C@@H]1C(=O)O,molecule_257197
3215,C[C@@H]1CN(C)C(=O)NC1=O,molecule_245380
3216,CCCCC(C)(C)N,molecule_29844
3217,C[C@H](O)[C@]1(C)CCOCO1,molecule_251874
3218,N[C@H](CC(=O)CO)C(=O)O,molecule_245606
3219,O=C1CCCNCC1,molecule_252518
3220,CC1=C(C(C)C)[C@H](C)CC1,molecule_254455
3221,CO[C@@H]1CCC=C(C)C1,molecule_175261
3222,CCCCCOO,molecule_1028
3223,O=C(O)C[C@@H]1CC=CCC1,molecule_247386
3224,CCc1nocc1C=O,molecule_238966
3225,CNC1(CN)CCOCC1,molecule_232441
3226,NNC(=O)c1cncnc1,molecule_252058
3227,CCCC1=NNC(=O)C1,molecule_31669
3228,CC(C)(C)C(=C=O)C#N,molecule_250480
3229,C=Cn1cnnn1,molecule_248564
3230,CN1CCCN(CCN)C1,molecule_172239
3231,CCCCN[C@H](C)CC,molecule_41161
3232,CC(C)=C(C)C(C)(C)C,molecule_250628
3233,CCC[C@@H]1CCC1=O,molecule_251245
3234,CON(OC)C(C)(C)CO,molecule_164365
